1669019	1000	4186541	1000	536
4186541	1000	1669019	1000	536
2349886	1000	817674	1000	532
817674	1000	2349886	1000	532
3927260	1000	4182788	1000	507
4182788	1000	3927260	1000	507
1896320	1000	2704277	1000	525
2704277	1000	1896320	1000	525
292715	1000	2815656	1000	539
2815656	1000	292715	1000	539
640914	1000	1076357	1000	535
1076357	1000	640914	1000	535
3477228	1000	4516356	1000	524
4516356	1000	3477228	1000	524
1203269	1000	2953549	1000	509
2953549	1000	1203269	1000	509
1815652	1000	4152965	1000	538
4152965	1000	1815652	1000	538
563629	1000	3481965	1000	526
3481965	1000	563629	1000	526
1676325	1000	1170588	1000	531
1170588	1000	1676325	1000	531
3698205	1000	2638903	1000	532
2638903	1000	3698205	1000	532
1896159	1000	1093094	1000	529
1093094	1000	1896159	1000	529
37648	1000	4218768	1000	541
4218768	1000	37648	1000	541
2006817	1000	1958757	1000	513
1958757	1000	2006817	1000	513
1740016	1000	4000210	1000	539
4000210	1000	1740016	1000	539
877489	1000	942229	1000	520
942229	1000	877489	1000	520
2085648	1000	1922615	1000	539
1922615	1000	2085648	1000	539
1726827	1000	346627	1000	523
346627	1000	1726827	1000	523
3687463	1000	2351080	1000	512
2351080	1000	3687463	1000	512
463859	1000	3212326	1000	527
3212326	1000	463859	1000	527
2050829	1000	1142480	1000	536
1142480	1000	2050829	1000	536
530025	1000	3525894	1000	517
3525894	1000	530025	1000	517
4285256	1000	4515602	1000	533
4515602	1000	4285256	1000	533
3771703	1000	4116047	1000	531
4116047	1000	3771703	1000	531
2531261	1000	1743515	1000	533
1743515	1000	2531261	1000	533
2447540	1000	2726092	1000	532
2726092	1000	2447540	1000	532
948852	1000	2378722	1000	542
2378722	1000	948852	1000	542
1636805	1000	280162	1000	546
280162	1000	1636805	1000	546
3007287	1000	204051	1000	530
204051	1000	3007287	1000	530
2968703	1000	1414312	1000	531
1414312	1000	2968703	1000	531
897010	1000	1971337	1000	528
1971337	1000	897010	1000	528
3543723	1000	1852554	1000	523
1852554	1000	3543723	1000	523
2483946	1000	593343	1000	531
593343	1000	2483946	1000	531
562631	1000	3225399	1000	532
3225399	1000	562631	1000	532
157620	1000	1318880	1000	518
1318880	1000	157620	1000	518
3360808	1000	225539	1000	538
225539	1000	3360808	1000	538
26573	1000	860148	1000	521
860148	1000	26573	1000	521
3385366	1000	3584677	1000	511
3584677	1000	3385366	1000	511
2226842	1000	3461748	1000	541
3461748	1000	2226842	1000	541
1309239	1000	2412118	1000	517
2412118	1000	1309239	1000	517
3759532	1000	3789274	1000	540
3789274	1000	3759532	1000	540
2218285	1000	1783639	1000	508
1783639	1000	2218285	1000	508
